uniprot1	uniprot2	symbol1	symbol2	methods	pmids	db_with_ppi	evidence_type	n_methods	n_exp_pmids	n_pred_pmids	n_pmids	evidence_exp	evidence_ortho	evidence_comp	adipose tissue	adrenal gland	amygdala	bone	bone marrow	brain	dorsal root ganglia	heart	hypothalamus	kidney	liver	lung	lymph nodes	mammary gland	ovary	pancreas	pituitary gland	placenta	prostate	salivary gland	skeletal muscle	small intestine	spleen	stomach	testes	uterus	synovial macrophages	chondrocytes	growth plate cartilage	synovial membrane	articular cartilage	putamen, left	superior frontal gyrus, left, medial bank of gyrus	middle temporal gyrus, left, inferior bank of gyrus	superior frontal gyrus, left, lateral bank of gyrus	middle temporal gyrus, left, superior bank of gyrus	cingulate gyrus, frontal part, left, inferior bank of gyrus	pontine nuclei, left	spinal trigeminal nucleus, left	claustrum, left	inferior temporal gyrus, left, bank of the its	middle frontal gyrus, left, superior bank of gyrus	cingulate gyrus, frontal part, left, superior bank of gyrus	inferior temporal gyrus, left, bank of mts	middle frontal gyrus, left, inferior bank of gyrus	lingual gyrus, left, peristriate	superior temporal gyrus, left, inferior bank of gyrus	superior temporal gyrus, left, lateral bank of gyrus	parahippocampal gyrus, left, lateral bank of gyrus	body of caudate nucleus, left	lingual gyrus, left, striate	subiculum, left	CA1 field, left	inferior temporal gyrus, left, lateral bank of gyrus	superior parietal lobule, left, inferior bank of gyrus	head of caudate nucleus, left	precuneus, left, inferior lateral bank of gyrus	CA3 field, left	dentate gyrus, left	inferior olivary complex, left	medial orbital gyrus, left	postcentral gyrus, left, superior lateral aspect of gyrus	substantia nigra, pars compacta, left	CA4 field, left	fusiform gyrus, left, bank of the its	gyrus rectus, left	lateral group of nuclei, left, ventral division	parahippocampal gyrus, left, bank of the cos	precuneus, left, superior lateral bank of gyrus	striatum	telencephalon	putamen	cerebral nuclei	basal ganglia	cerebral cortex	superior frontal gyrus	frontal lobe	superior frontal gyrus, left	middle temporal gyrus, left	middle temporal gyrus	temporal lobe	cingulate gyrus, frontal part, left	cingulate gyrus, frontal part	cingulate gyrus	limbic lobe	basal part of pons	metencephalon	pontine nuclei	pons	spinal trigeminal nucleus	myelencephalon	claustrum	inferior temporal gyrus, left	inferior temporal gyrus	middle frontal gyrus, left	middle frontal gyrus	occipital lobe	lingual gyrus, left	lingual gyrus	superior temporal gyrus	superior temporal gyrus, left	parahippocampal gyrus, left	parahippocampal gyrus	body of the caudate nucleus	caudate nucleus	hippocampal formation	subiculum	CA1 field	parietal lobe	superior parietal lobule, left	superior parietal lobule	head of the caudate nucleus	precuneus	precuneus, left	CA3 field	dentate gyrus	inferior olivary complex	medial orbital gyrus	postcentral gyrus	postcentral gyrus, left	midbrain tegmentum	substantia nigra	substantia nigra, left	mesencephalon	CA4 field	fusiform gyrus, left	fusiform gyrus	gyrus rectus	dorsal thalamus	thalamus	diencephalon	lateral group of nuclei, ventral division	lateral group of nuclei	1 cell embryo	2 cell embryo	4 cell embryo	8 cell embryo	morula	blastocyst	Golgi apparatus	cytoplasm	cytoskeleton	endoplasmic reticulum	extracellular space	mitochondrion	nuclear matrix	nucleolus	nucleoplasm	nucleus	peroxisome	plasma membrane	vacuole	breast_cancer	breast_carcinoma	prostate_cancer	prostate_carcinoma	stomach_cancer	large_intestine_cancer	colorectal_cancer	ovarian_cancer	melanoma	malignant_glioma	lung_carcinoma	stomach_carcinoma	alzheimer_s_disease	leukemia	non_small_cell_lung_carcinoma	urinary_bladder_cancer	colon_carcinoma	coronary_artery_disease	rheumatoid_arthritis	acute_myeloid_leukemia	schizophrenia	obesity	squamous_cell_carcinoma	colon_cancer	glioblastoma_multiforme	type_2_diabetes_mellitus	pancreatic_carcinoma	adenocarcinoma	liver_cancer	neuroblastoma	diabetes_mellitus	multiple_myeloma	asthma	lymphoma	atherosclerosis	hypertension	chronic_lymphocytic_leukemia	cancer	thoracic_cancer	organ_system_cancer	male_reproductive_organ_cancer	reproductive_organ_cancer	gastrointestinal_system_cancer	intestinal_cancer	female_reproductive_organ_cancer	cell_type_cancer	respiratory_system_cancer	lung_cancer	tauopathy	nervous_system_disease	neurodegenerative_disease	central_nervous_system_disease	disease_of_anatomical_entity	immune_system_cancer	hematologic_cancer	urinary_system_cancer	artery_disease	cardiovascular_system_disease	vascular_disease	bone_disease	bone_inflammation_disease	arthritis	connective_tissue_disease	musculoskeletal_system_disease	myeloid_leukemia	cognitive_disorder	psychotic_disorder	disease_of_mental_health	overnutrition	acquired_metabolic_disease	disease_of_metabolism	nutrition_disease	carcinoma	astrocytoma	glucose_metabolism_disease	carbohydrate_metabolism_disease	pancreatic_cancer	endocrine_gland_cancer	autonomic_nervous_system_neoplasm	peripheral_nervous_system_neoplasm	nervous_system_cancer	bone_marrow_cancer	myeloid_neoplasm	lower_respiratory_tract_disease	respiratory_system_disease	lung_disease	bronchial_disease	obstructive_lung_disease	arteriosclerotic_cardiovascular_disease	arteriosclerosis	lymphocytic_leukemia	enzymes	ion channels	receptors	transporters	targeted by drugs	drugs targeting both proteins	drugs targeting one or both proteins	orthologs targeted by drugs	drugs targeting orthologs of both proteins	drugs targeting orthologs of one or both proteins	alpaca	cat	chicken	cow	dog	duck	fly	guinea_pig	horse	mouse	pig	rabbit	rat	sheep	turkey	worm	yeast	in_complex	complexes with both proteins	complexes with one or both proteins	directed	bidirected	directions	direction information	stable	transient	mutation effects summary	# of causing mutations	# of decreasing mutations	# of decreasing rate mutations	# of decreasing strength mutations	# of disrupting mutations	# of disrupting rate mutations	# of disrupting strength mutations	# of increasing mutations	# of increasing rate mutations	# of increasing strength mutations	# of no effect mutations	# of unknown effect mutations	causing mutations	decreasing mutations	decreasing rate mutations	decreasing strength mutations	disrupting mutations	disrupting rate mutations	disrupting strength mutations	increasing mutations	increasing rate mutations	increasing strength mutations	no effect mutations	unknown effect mutations
P45985	Q14315	MAP2K4	FLNC	affinity chromatography technology|pull down|two hybrid	9006895	biogrid|hprd|iid	exp|pred	3	1	0	1	1	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	0	2	1	0	0	0	0	0	0	1	0	1	0	1	1	2	2	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	2	1	2	2	2	2	1	1	1	1	1	0	0	0	0	2	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	-	-	0	-	-	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	-	-	0	0	-	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-
P35609	Q86TC9	ACTN2	MYPN	two hybrid	11309420	biogrid|hprd	exp	1	1	0	1	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	-	-	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	-	Inactive Sarcomere Protein Complex (Reactome)	0	0	-	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-
P49354	Q04771	FNTA	ACVR1	two hybrid	8599089	biogrid|hprd	exp	1	1	0	1	1	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	0	1	1	0	0	0	0	0	0	0	0	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	-	ATP|FARNESYL DIPHOSPHATE|AZD3409|Lonafarnib	0	-	-	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	-	-	0	0	-	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-
P23769	P29590	GATA2	PML	affinity chromatography technology|pull down|two hybrid	10938104	bci|biogrid|hprd	exp	3	1	0	1	1	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	1	0	1	0	0	1	1	2	2	0	0	0	2	2	2	2	0	1	1	1	0	1	2	0	0	2	0	1	1	0	1	2	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	2	2	2	2	2	2	2	1	1	2	2	0	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	-	Arsenic trioxide	0	-	-	0	1	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	1	-	Latent Transcriptionally Repressed HCMV Genome (Reactome)	0	0	-	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-
P15927	P40763	RPA2	STAT3	affinity chromatography technology|mammalian protein protein interaction trap|pull down|two hybrid	10875894|25416956	bci|biogrid|hprd|iid|intact	exp|pred	4	2	0	2	1	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	0	1	0	0	0	1	0	0	2	2	0	1	0	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	-	ENMD-1198	0	-	-	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	-	Rad9-Hus1-Rad1 bound to DNA (Reactome)|RC complex during G2/M-phase of cell cycle (CORUM)|TC-NER incision complex (Reactome)|Meiotic Holliday Junction (Reactome)|RC complex during S-phase of cell cycle (CORUM)|Meiotic D-loop complex (Reactome)|Meiotic single-stranded DNA complex (Reactome)|BRAFT complex (CORUM)	0	0	-	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-
P84077	Q9NZ52	ARF1	GGA3	pull down|two hybrid	10747089|11301005|11950392|28100775	biogrid|hprd|iid	exp|ortho|pred	2	4	0	4	1	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	2	2	2	2	1	1	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	-	Glycerin|Myristic acid|Guanosine-5'-Triphosphate|Brefeldin A|Guanosine-5'-Diphosphate|1,3-Propandiol	0	-	-	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	-	-	1	0	<	Arf1 pathway (PID)	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-
P53365	P61204	ARFIP2	ARF3	pull down|two hybrid	9038142|9312003	biogrid|hprd|iid|intact	exp|ortho|pred	2	2	0	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-	-	0	-	-	0	1	0	1	1	0	1	1	0	1	0	0	1	1	0	1	0	0	-	-	0	0	-	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-
P53367	P61204	ARFIP1	ARF3	pull down|two hybrid	10413101|9038142	biogrid|hprd|iid	exp|pred	2	2	0	2	1	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-	-	0	-	-	0	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	-	-	0	0	-	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-
P04075	Q8IZH2	ALDOA	XRN1	two hybrid	15231747	biogrid|hprd|iid|intact	exp|pred	1	1	0	1	1	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	0	2	1	0	1	0	0	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	-	Artenimol|Zinc	0	-	-	0	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	-	mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN) (CORUM)	0	0	-	-	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-
P05067	Q92624	APP	APPBP2	affinity chromatography technology|pull down|two hybrid|two hybrid array|two hybrid pooling approach|validated two hybrid	19570594|32814053|9843960	bci|biogrid|hprd|iid|intact	exp|pred	6	3	0	3	1	0	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	2	2	1	1	0	0	0	0	2	0	1	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	0	1	-	Florbetapir (18F)|L-methionine (R)-S-oxide|Deferoxamine|Mito-4509|Copper|Aluminium|Tiomolibdate ion|CAD106|Florbetaben (18F)|Dimercaprol|Zinc|Phenserine|Flutemetamol (18F)|Edonerpic|Resveratrol	0	-	-	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	-	Amyloid fibrils (Reactome)	0	0	-	-	0	0	no/unknown effect	0	0	0	0	0	0	0	0	0	0	1	0	-	-	-	-	-	-	-	-	-	-	(P05067:p.Lys670_Met671delinsAsnLeu,EBI-25939160)	-
